"isbn","title","author","summary","pages","year","language","publisher","subjects","genres"
"978-3-8317-2737-7","City-Trip Oxford","Gawin, Izabella","Der perfekte Reiseführer für einen Kurztrip in Großbritanniens ""Gelehrtenrepublik""! 39 Colleges, nach klösterlichem Vorbild erbaut und von Gärten und Parks umgeben, säumen die Straßen von Oxford. Der kompakte Stadtführer aus der Reihe CityTrip von Reise Know-How beschreibt alle wichtigen Sehenswürdigkeiten und enthält Unterkunftsempfehlungen in allen Preisklassen, aktuelle Tipps für Restaurants, Shopping und Nightlife, außerdem reisepraktische Informationen zu Anreise, Preisen, Öffnungszeiten, öffentlichen Verkehrsmitteln, Events, Hilfe im Notfall, ... Dazu werden Ausflüge in die Umgebung beschrieben (z.B. nach Stratford-Upon-Avon). Ein eng mit dem Text verzahnter, detaillierter Stadtplan (Faltplan zum Herausnehmen) erleichtert die Orientierung. Die kleine Sprachhilfe im Anhang listet die für Touristen wichtigsten englischen Wörter und Redewendungen auf, ergänzt durch ein spezielles Oxford-Glossar. (buchkatalog.de) 2.Aufl.2012, DS=3779240, 051, 3.Aufl.2014/15, DS=3924725, 051(2)  http://www.amazon.de/Reise-Know-How-CityTrip-Oxford-Reisef%C3%BChrer/dp/3831727376/ref=sr_1_1?ie=UTF8&qid=1454502876&sr=8-1&keywords=9783831727377","143","2016","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2763-6","City-Trip Sydney","Gilissen, Elfi H. M.","Kurzführer für Individualreisende mit den wichtigsten Informationen für ein Besichtigungs- und Erlebnisprogramm sowie Adressen und Tipps für Übernachtung und Gastronomie bei Kurz-Aufenthalten. Zuletzt auf Liste:""Sydney"", 2013, DS=03896512, 10 Ex.   http://www.amazon.de/Reise-Know-How-CityTrip-Sydney-Reisef%C3%BChrer/dp/3831727635/ref=sr_1_1?ie=UTF8&qid=1461741392&sr=8-1&keywords=9783831727636","144","2016","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2800-8","City-Trip Konstanz","Schetar, Daniela","https://www.amazon.de/Know-How-CityTrip-Reichenau-Meersburg-Friedrichshafen-ebook/dp/B06XY41CCR/ref=sr_1_1?ie=UTF8&qid=1496153158&sr=8-1&keywords=9783831728008","144","2017","ger","Reise Know-How Verlag Peter Rump GmbH","","Führer"
"978-3-8317-2801-5","City-Trip Turin","Geier, Sibylle","Kurzführer für Individualreisende mit den wichtigsten Informationen für ein Besichtigungs- und Erlebnisprogramm sowie Adressen und Tipps für Übernachtung und Gastronomie bei Kurz-Aufenthalten. Bisher im Bestand:""111 Orte in Turin, die man gesehen haben muss"", 2015, DS=04066938, 051(2) und  ""Turin"", 2005, DS=03285660, 128, 143 (muss abgeschrieben werden).","144","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2840-4","City-Trip Antwerpen, Brügge, Gent","Schenk, Günter","NB-Titel. 1.Aufl.2009, DS=3567915, 128,148,141,123, 5.Aufl.2013, DS=3924740, 051(2),145,146,117.  https://www.amazon.de/Reise-Know-How-CityTrip-Antwerpen-Br%C3%BCgge/dp/3831728402/ref=sr_1_1?ie=UTF8&qid=1470812249&sr=8-1&keywords=9783831728404","143","2016","ger","Reise Know-How Verl. Rump","Führer","Führer; Führer"
"978-3-8317-2855-8","City-Trip Angkor und Siem Reap","Vater, Tom","Kurzführer für Individualreisende mit den wichtigsten Informationen für ein Besichtigungs- und Erlebnisprogramm sowie Adressen und Tipps für Übernachtung und Gastronomie bei Kurz-Aufenthalten. Zuletzt auf Liste:""Angkor"", 2014, DS=03965867, 051(2),146,141   https://www.amazon.de/Reise-Know-How-CityTrip-Angkor-Siem/dp/3831728550/ref=sr_1_1?ie=UTF8&qid=1474528748&sr=8-1&keywords=9783831728558","144","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2860-2","City-Trip St. Petersburg","Jungius, Björn","Kurzführer für Individualreisende mit den wichtigsten Informationen für ein Besichtigungs- und Erlebnisprogramm sowie Adressen und Tipps für Übernachtung und Gastronomie bei Kurz-Aufenthalten. 1.Aufl.2015, DS=4020799, 051(2). Zuletzt auf Liste:""	St. Petersburg"", 2016, DS=04090060, 11 Ex.   https://www.amazon.de/Reise-Know-How-CityTrip-St-Petersburg/dp/3831728607/ref=sr_1_1?ie=UTF8&qid=1474527797&sr=8-1&keywords=9783831728602","143","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2863-3","City-Trip San Sebastián - Bilbao","Fründt, Hans-Jürgen","NB-Titel. 1.Aufl.2015, DS=4013346, 9 Ex.  https://www.amazon.de/Reise-Know-How-CityTrip-Sebasti%C3%A1n-Bilbao/dp/3831728631/ref=sr_1_1?ie=UTF8&qid=1488445146&sr=8-1&keywords=9783831728633","144","2017","ger","Reise Know-How Verl. Rump","","Führer; Führer"
"978-3-8317-2901-2","City-Trip Granada, Sevilla, Córdoba","Fründt, Hans-Jürgen","NB-Titel. 1.Aufl.2013, DS=3841781, 19 Ex.https://www.amazon.de/Know-How-CityTrip-Granada-Sevilla-C%C3%B3rdoba-ebook/dp/B01N1LR7X2/ref=sr_1_1?ie=UTF8&qid=1482416394&sr=8-1&keywords=9783831729012","144","2017","ger","Reise Know-How Verl. Rump","","Führer; Führer; Führer"
"978-3-8317-2907-4","City-Trip Bologna","Nielitz-Hart, Lilly","1. Stadtführer zu Bologna!  https://www.amazon.de/Know-How-CityTrip-Bologna-Ferrara-Ravenna/dp/3831729077/ref=sr_1_1?s=books&ie=UTF8&qid=1518796654&sr=1-1&keywords=9783831729074&dpID=51fenvdk0fL&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","144","2018","ger","Reise Know-How","","Führer"
"978-3-8317-2915-9","Baltikum","Frank, Alexandra","https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Baltikum-Lettland/dp/3831729158/ref=sr_1_1?s=books&ie=UTF8&qid=1496069007&sr=1-1&keywords=9783831729159","936","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2918-0","Eifel","Otzen, Barbara","https://www.amazon.de/Reise-Know-How-Eifel-Reisef%C3%BChrer-Otzen-ebook/dp/B06XXXJW3P/ref=sr_1_1?ie=UTF8&qid=1496160876&sr=8-1&keywords=9783831729180","324","2017","ger","Reise-Know-How-Verl. Rump","","Führer"
"978-3-8317-2926-5","City-Trip Augsburg","Brinke, Margit","https://www.amazon.de/Reise-Know-How-CityTrip-Augsburg-Reisef%C3%BChrer/dp/3831729263/ref=sr_1_1?s=books&ie=UTF8&qid=1496067885&sr=1-1&keywords=9783831729265","144","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2931-9","City-Trip Kiew","Johenning, Heike Maria","https://www.amazon.de/Reise-Know-How-CityTrip-Kiew-Reisef%C3%BChrer/dp/383172931X/ref=sr_1_1?s=books&ie=UTF8&qid=1496070659&sr=1-1&keywords=9783831729319","144","2017","ger","Reise Know-How","","Führer"
"978-3-8317-2940-1","CityTrip PLUS Singapur","Krack, Rainer","NB-Titel. 2.Aufl.2012, DS=3822054,051,150,146, 1.Aufl.2015, DS=4025900, 051(2)  https://www.amazon.de/Know-How-CityTrip-Singapur-Sentosa-Inselausfl%C3%BCgen/dp/3831729409/ref=sr_1_1?ie=UTF8&qid=1488441599&sr=8-1&keywords=9783831729401","299","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2946-3","Nordseeküste Schleswig-Holstein","Fründt, Hans-Jürgen","https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Nordseek%C3%BCste-Schleswig-Holstein/dp/3831729468/ref=sr_1_1?s=books&ie=UTF8&qid=1496067613&sr=1-1&keywords=9783831729463","300","2017","ger","Reise-Know-How-Verl. Rump","","Führer"
"978-3-8317-2949-4","InselTrip Curaçao","Ward, Barbara","https://www.amazon.de/Reise-Know-How-InselTrip-Cura%C3%A7ao-Insel-Faltplan/dp/3831729492/ref=sr_1_1?ie=UTF8&qid=1498577809&sr=8-1&keywords=9783831729494","144","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2953-1","City-Trip Marrakesch","Därr, Astrid","https://www.amazon.de/Reise-Know-How-CityTrip-Marrakesch-Astrid-ebook/dp/B01LEV99SM/ref=sr_1_1?ie=UTF8&qid=1499334393&sr=8-1&keywords=9783831729531","144","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2955-5","City-Trip Bamberg","Grafberger, Ulrike","https://www.amazon.de/Reise-Know-How-CityTrip-Bamberg-Reisef%C3%BChrer/dp/3831729557/ref=sr_1_1?s=books&ie=UTF8&qid=1495017990&sr=1-1&keywords=9783831729555","144","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2958-6","InselTrip Island","Schwarz, Alexander","https://www.amazon.de/Reise-Know-How-InselTrip-Island-Insel-Faltplan/dp/3831729581/ref=sr_1_1?ie=UTF8&qid=1498577524&sr=8-1&keywords=9783831729586","144","2017","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2964-7","InselTrip Malta","Bingel, Markus","Aktuelle Führer zum stark gefragten Reiseziel (die Hauptstadt Valetta ist zusammen mit Leeuwarden eine der Kulturhauptstädte Europas 2018) sind derzeit fast überall entliehen, daher zur Bestandsergänzung empfohlen. Erster Titel zu Malta in der Reihe Insel-Trip! -  https://www.amazon.de/Know-How-InselTrip-Comino-Valletta-Kulturhauptstadt/dp/3831729646/ref=sr_1_1?s=books&ie=UTF8&qid=1520003844&sr=1-1&keywords=9783831729647","144","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-2971-5","KulturSchock Japan","Lutterjohann, Martin","Lutterjohann, der selbst ein paar Jahre in Japan gelebt hat, konzentriert sich auf Aspekte des für Deutsche ungewöhnlichen japanischen Alltagslebens, von ""Essen und Trinken"" über ""Einkaufen und Konsumieren"" bis hin zum Familienleben und Freizeitverhalten.","240","2017","ger","Reise-Know-How-Verl. Rump","Landeskunde; Reise","Ratgeber"
"978-3-8317-2978-4","Kroatien - Küste und Inseln","Lips, Werner","Zur Nachstaffelung bzw. Aktualisierung der Auflagen 2015 (DSN 4026777, 12x) und 2012 (DSN 3828269, 6x). -  https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Kroatien-Dalmatien/dp/3831729786/ref=sr_1_1?s=books&ie=UTF8&qid=1522146437&sr=1-1&keywords=9783831729784","552","2018","ger","Reise Know-How Verl. Rump","","Führer; Führer"
"978-3-8317-2992-0","Sächsische Schweiz","Krell, Detlef","Möglichst zum Ersatz der 7. Auflage 2010 (DSN 3679869, in 117,123,126,128,132,133,141,143,146,148,150,501); die 5. Auflage 2006 (DSN 3324017, in 148) unbedingt austauschen! Ansonsten keine echten Vergleichstitel im Zweigstellenbestand, da die Urlaubsregion meistens in Dresden-Führern mitbehandelt wird! -  https://www.amazon.de/Know-How-Reisef%C3%BChrer-S%C3%A4chsische-Schweiz-Stadtf%C3%BChrer/dp/3831729921/ref=sr_1_1?s=books&ie=UTF8&qid=1530187518&sr=1-1&keywords=9783831729920","372","2018","ger","Reise-Know-How-Verl. Rump","","Führer"
"978-3-8317-3022-3","Albanien","Gutzweiler, Meike","Einzige Vorauflage im Bestand ist die noch brauchbare 2. Auflage 2014 (DSN 3953529, 14x; stark genutzt). Die aktuelle Auflage wird unbedingt auch zusätzlich empfohlen, da Albanien als Reiseziel zunehmend Bedeutung gewinnt und wenig Vergleichstitel im System vorhanden sind! - V051 -  https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Albanien-Gutzweiler/dp/3831730229/ref=sr_1_1?s=books&ie=UTF8&qid=1524655315&sr=1-1&keywords=9783831730223&dpID=51h19GbXsIL&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","635","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3023-0","Schweiz","Neuenschwander, Eva Meret","Zum Ersatz der 5. Auflage 2010 (DSN 3679878, in 143), die 6. Auflage 2015 (DSN 3965205, in 051,148) ist noch brauchbar.  In den letzten Jahren keine Vergleichstitel zur gesamten Schweiz im Listenangebot! - V051 -  https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Schweiz-Liechtenstein/dp/3831730237/ref=sr_1_1?s=books&ie=UTF8&qid=1524654557&sr=1-1&keywords=9783831730230&dpID=51rjcOrjmbL&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","707","2018","ger","Reise Know-How Verl. Rump","","Führer; Führer"
"978-3-8317-3024-7","City-Trip Regensburg","Bergmann, Jürgen","V051 https://www.amazon.de/Reise-Know-How-CityTrip-Regensburg-Reisef%C3%BChrer/dp/3831730245/ref=sr_1_1?s=books&ie=UTF8&qid=1516790627&sr=1-1&keywords=9783831730247","144","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3029-2","Costa del Sol mit Granada","Fründt, Hans-Jürgen","Stark erweiterte Neuauflage des umfassenden Führers zu Spaniens Südküste mit Hinterland. Muss die 24. Auflage 2008 (DSN 3437401, in 129,507) ersetzen, nach Möglichkeit auch die 6. Auflage 2012 (DSN 3799834, in 051,128,141,143,145,148,150). An neueren Titeln findet sich nur ein ""DuMont direkt""-Führer von 2017 (DSN 4158956, 17x). - https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Costa-del/dp/3831730296/ref=sr_1_1?s=books&ie=UTF8&qid=1522148827&sr=1-1&keywords=9783831730292","420","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3038-4","Guatemala","Meier, René","Zuletzt 10. Auflage 2016, DS 4082344, 	051; 128; 141; 143; 146. - V051 https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Guatemala-Volker/dp/3831730385/ref=sr_1_1?s=books&ie=UTF8&qid=1518789970&sr=1-1&keywords=9783831730384","539","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3039-1","Holland - Die Westküste","Otzen, Barbara","Neu bearbeitete Auflage des stark genutzten Führers zur beliebten Familienurlaubsregion. Zuletzt: 5. A. 2014 (DSN 3964524, 8x), Ersatz für die Auflagen 2011 (DSN 3765332, in 148) und 2009 (DSN 3558889, in 143). -  https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Holland-Westk%C3%BCste/dp/3831730393/ref=sr_1_1?s=books&ie=UTF8&qid=1521630547&sr=1-1&keywords=9783831730391&dpID=418Tx3TDE7L&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","312","2018","ger","Reise Know-How Verl. Rump","Westküste; Führer","Führer"
"978-3-8317-3041-4","Kathmandu Valley","Krack, Rainer","V051 https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Nepal-Kathmandu/dp/3831730415/ref=sr_1_1?s=books&ie=UTF8&qid=1516789370&sr=1-1&keywords=9783831730414","396","2018","ger","Reise-Know-How-Verl. Rump","","Führer"
"978-3-8317-3049-0","Pyrenäen","Schuh, Michael","Einziger Allgemeinführer zu den Pyrenäen insgesamt: Zur Aktualisierung der 8. Auflage 2015 (DSN 3828202, in 051,143) und der möglichst zu ersetzenden 7. Auflage 2010 (DSN 3602436, in 128,133,141,143,146,148,150,502). -  https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Pyren%C3%A4en-Michael/dp/3831730490/ref=sr_1_1?s=books&ie=UTF8&qid=1532083647&sr=1-1&keywords=9783831730490","672","2018","ger","Reise-Know-how-Verl. Rump","","Führer"
"978-3-8317-3052-0","Schleswig-Holstein","Fründt, Hans-Jürgen","1.Auflage nur in 051; zum Reiseziel wenig Titelbreite im System aber starke Nutzung. - V051 -  https://www.amazon.de/Know-How-Reisef%C3%BChrer-Schleswig-Holstein-Hans-J%C3%BCrgen-Fr%C3%BCndt/dp/3831730520/ref=sr_1_1?s=books&ie=UTF8&qid=1519399357&sr=1-1&keywords=9783831730520&dpID=51cW4e7kU2L&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","564","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3053-7","Skandinavien - Der Norden","Herbst, Frank-Peter","Zuletzt 13. Auflage 2016, DS 4080027 in 051; 112; 123; 126; 129; 132; 143; 145; 146; 148; 507. - V051 https://www.amazon.de/Reise-Know-How-Reisef%C3%BChrer-Skandinavien-Finnland/dp/3831730539/ref=sr_1_1?s=books&ie=UTF8&qid=1519042660&sr=1-1&keywords=9783831730537","540","2018","ger","Reise Know-How","","Führer; Führer"
"978-3-8317-3058-2","City-Trip Groningen, Leeuwarden","Grafberger, Ulrike","Erster Führer zu den beiden im Norden der Niederlande gelegenen Provinzhauptstädten; Leeuwarden ist Kulturhauptstadt Europas 2018, was zu Nachfrage führen könnte. - V051 -  https://www.amazon.de/Know-How-CityTrip-Groningen-Leeuwarden-Kulturhauptstadt/dp/383173058X/ref=sr_1_1?s=books&ie=UTF8&qid=1519388462&sr=1-1&keywords=9783831730582&dpID=51%252B5bxw2LrL&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","144","2018","ger","Reise Know-How Verl. Rump","Führer","Führer"
"978-3-8317-3068-1","CityTrip PLUS Dresden","Kalmbach, Gabriele","Zuletzt 5. Auflage 2016 (DSN 4091813, 9x); zur Aktualisierung der Auflagen 2013 (DSN 3907386, in 147,502), 2011 (DSN 3742831, in 141,145,146,148). Auflage 2007 (DSN 3385944, in 148) unbedingt abschreiben! -  https://www.amazon.de/Reise-Know-How-Reiseführer-Dresden-CityTrip/dp/3831730687/ref=sr_1_1?s=books&ie=UTF8&qid=1524136548&sr=1-1&keywords=9783831730681","276","2018","ger","Reise Know-How Verlag Rump","","Führer"
"978-3-8317-3072-8","City-Trip Erfurt und Weimar","Schmidt, Martin","Zuletzt 2. Auflage 2016, DS 4091810 in 051; 117; 123; 126; 128; 141; 143; 145; 146; 148; 150. - V051 https://www.amazon.de/Reise-Know-How-CityTrip-Erfurt-Weimar/dp/3831730725/ref=sr_1_1?s=books&ie=UTF8&qid=1519042218&sr=1-1&keywords=9783831730728","144","2018","ger","Reise Know-How Verl. Rump","","Führer; Führer"
"978-3-8317-3073-5","City-Trip Hamburg","Fründt, Hans-Jürgen","Zuletzt 8. Auflage 2016, DS 4091812 in 051; 118; 126; 130; 133; 141; 144; 145; 148. - V051 https://www.amazon.de/Reise-Know-How-CityTrip-Hamburg-Spazierg%C3%A4ngen/dp/3831730733/ref=sr_1_1?s=books&ie=UTF8&qid=1516791072&sr=1-1&keywords=9783831730735","153","2018","ger","Reise-Know-How-Verl. Rump","","Führer"
"978-3-8317-3075-9","City-Trip Las Vegas","Brinke, Margit","Die noch brauchbare Erstauflage 2014 (DSN 3934873) ist in 051/2 und 112 im Bestand. Zuletzt angeboten wurden Titel aus den Reihen ""Merian live"" (2016: DSN 4120364, in 051/2,118,145,148,150) und ""Merian momente"" (2015: DSN 3991299, in 051/2,128,146,148). -  https://www.amazon.de/Reise-Know-How-CityTrip-Las-Vegas/dp/383173075X/ref=sr_1_1?s=books&ie=UTF8&qid=1522828699&sr=1-1&keywords=9783831730759","143","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3076-6","City-Trip Ljubljana","Schetar, Daniela","Die Erstauflage von 2016 (DSN 4066988, in 051/2,117,141,150) des derzeit einzigen Führers zu Sloweniens Hauptstadt wird außerordentlich gut genutzt, daher sollte die aktualisierte Neuauflage in weiteren Bibliotheken angeboten werden. - https://www.amazon.de/Reise-Know-How-CityTrip-Ljubljana-Reisef%C3%BChrer/dp/3831730768/ref=sr_1_1?s=books&ie=UTF8&qid=1522047637&sr=1-1&keywords=9783831730766","144","2018","ger","Reise Know-How Verlag Peter Rump","","Führer"
"978-3-8317-3077-3","City-Trip Lyon","Sparrer, Petra","Zum Ersatz der Auflagen 2011 (DSN 3851021, in 141) und 2010 (DSN 3700865, 143,148). Der Reihentitel wird erstaunlich stark nachgefragt, obwohl Lyon nicht unbedingt das klassische Ziel von Städtereisen ist. -  https://www.amazon.de/Reise-Know-How-CityTrip-Lyon-Reisef%C3%BChrer/dp/3831730776/ref=sr_1_1?s=books&ie=UTF8&qid=1524733883&sr=1-1&keywords=9783831730773&dpID=51u%252Be-68plL&preST=_SY264_BO1,204,203,200_QL40_&dpSrc=srch","144","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3082-7","Die schönsten Routen durch Südnorwegen","Lahmann, Werner K.","Zuletzt 4. Auflage 2014 (DSN 3999128, nur in 143; sehr gut genutzt!) -  https://www.amazon.de/Reise-Know-How-Wohnmobil-Tourguide-S%C3%BCdnorwegen-sch%C3%B6nsten/dp/3831730822/ref=sr_1_1?s=books&ie=UTF8&qid=1519996086&sr=1-1&keywords=9783831730827","224","2018","ger","Reise Know-How Rump","Wohnmobil; Camping","Führer"
"978-3-8317-3088-9","Die schönsten Routen durch die Normandie","Gölz, Gaby","Reiseführer für Wohnmobilbesitzer sind erstaunlich nachgefragt, so dass erwogen werden sollte, zumindest Literatur zu den gängigsten europäischen Reisezielen anzubieten. Die Normandie ist derzeit im Zweigstellenbestand noch nicht vertreten. -  https://www.amazon.de/Reise-Know-How-Wohnmobil-Tourguide-Normandie-sch%C3%B6nsten/dp/3831730881/ref=sr_1_1?s=books&ie=UTF8&qid=1523443394&sr=1-1&keywords=9783831730889","328","2018","ger","Reise Know-How Verl. Rump","Wohnmobil; Camping","Führer"
"978-3-8317-3093-3","City-Trip Graz","Krasa, Daniel","Zuletzt 1. Auflage 2016 (DSN 4110919, 13x), sonst keine Vergleichstitel im Zweigstellenbestand. -  https://www.amazon.de/Reise-Know-How-CityTrip-Graz-Reisef%C3%BChrer/dp/3831730938/ref=sr_1_1?s=books&ie=UTF8&qid=1523444270&sr=1-1&keywords=9783831730933","144","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3097-1","Elba und die anderen Inseln des Toskanischen Archipels","Christoph, Jacqueline","Bei Bedarf zur Aktualisierung der Auflagen 2016 (DSN 4092643, 14x) und 2014 (DSN 3947350, in 051,134,141,143,150). Auflage 2012 (DSN 3803622, 10x) sollte möglichst ersetzt werden. -  https://www.amazon.de/Know-How-Reisef%C3%BChrer-anderen-Toskanischen-Archipels/dp/3831730970/ref=sr_1_1?s=books&ie=UTF8&qid=1524739483&sr=1-1&keywords=9783831730971","347","2018","ger","Reise Know-How Verl. Rump","","Führer"
"978-3-8317-3125-1","City-Trip Manchester","Regeniter, Anna","Die 1. Auflage 2015 ist nur in 051 vorhanden, ansonsten sind keine Städteführer zu Manchester im System! -  https://www.amazon.de/Reise-Know-How-CityTrip-Manchester-Reisef%C3%BChrer/dp/3831725233/ref=sr_1_1?s=books&ie=UTF8&qid=1527515372&sr=1-1&keywords=9783831725236","144","2018","ger","Reise Know-How Verl. Rump","","Führer"
